On configration JD1+E2, example test152-1, clover violates rule R1, detected by State diff.
On configration JD6+E4, example test270-4, ekstazi violates rule R3
On configration JD6+E4, example test270-4, starts violates rule R3
On configration JD6+E4, example test270-6, ekstazi violates rule R3
On configration JD6+E4, example test270-6, starts violates rule R3
On configration JD6+E4, example test271-2, ekstazi violates rule R3
On configration JD6+E4, example test271-2, starts violates rule R3
On configration JD6+E4, example test271-4, ekstazi violates rule R3
On configration JD6+E4, example test271-4, starts violates rule R3
On configration JD6+E4, example test272-4, ekstazi violates rule R3
On configration JD6+E4, example test272-4, starts violates rule R3
On configration JD6+E4, example test272-6, ekstazi violates rule R3
On configration JD6+E4, example test272-6, starts violates rule R3
On configration JD6+E4, example test273-2, ekstazi violates rule R3
On configration JD6+E4, example test273-2, starts violates rule R3
On configration JD6+E4, example test273-4, ekstazi violates rule R3
On configration JD6+E4, example test273-4, starts violates rule R3
On configration JD6+E4, example test274-2, ekstazi violates rule R3
On configration JD6+E4, example test274-2, starts violates rule R3
On configration JD6+E4, example test274-4, ekstazi violates rule R3
On configration JD6+E4, example test274-4, starts violates rule R3
On configration JD6+E4, example test274-6, ekstazi violates rule R3
On configration JD6+E4, example test274-6, starts violates rule R3
On configration JD6+E4, example test275-4, ekstazi violates rule R3
On configration JD6+E4, example test275-4, starts violates rule R3
On configration JD6+E4, example test275-6, ekstazi violates rule R3
On configration JD6+E4, example test275-6, starts violates rule R3
On configration JD6+E4, example test276-2, ekstazi violates rule R3
On configration JD6+E4, example test276-2, starts violates rule R3
On configration JD6+E4, example test276-4, ekstazi violates rule R3
On configration JD6+E4, example test276-4, starts violates rule R3
On configration JD6+E4, example test276-6, ekstazi violates rule R3
On configration JD6+E4, example test276-6, starts violates rule R3
On configration JD6+E4, example test277-2, ekstazi violates rule R3
On configration JD6+E4, example test277-2, starts violates rule R3
On configration JD6+E4, example test277-4, ekstazi violates rule R3
On configration JD6+E4, example test277-4, starts violates rule R3
On configration JD6+E4, example test278-2, ekstazi violates rule R3
On configration JD6+E4, example test278-2, starts violates rule R3
On configration JD6+E4, example test278-4, ekstazi violates rule R3
On configration JD6+E4, example test278-4, starts violates rule R3
On configration JD6+E4, example test279-2, ekstazi violates rule R3
On configration JD6+E4, example test279-2, starts violates rule R3
On configration JD6+E4, example test279-4, ekstazi violates rule R3
On configration JD6+E4, example test279-4, starts violates rule R3
On configration JD6+E4, example test279-6, ekstazi violates rule R3
On configration JD6+E4, example test279-6, starts violates rule R3
On configration JD6+E4, example test28-1, ekstazi violates rule R3
On configration JD6+E4, example test28-1, starts violates rule R3
On configration JD6+E4, example test28-3, ekstazi violates rule R3
On configration JD6+E4, example test28-3, starts violates rule R3
On configration JD6+E4, example test28-5, ekstazi violates rule R3
On configration JD6+E4, example test28-5, starts violates rule R3
On configration JD6+E4, example test280-1, starts violates rule R3
On configration JD6+E4, example test280-2, ekstazi violates rule R3
On configration JD6+E4, example test280-2, starts violates rule R3
On configration JD6+E4, example test280-4, ekstazi violates rule R3
On configration JD6+E4, example test280-4, starts violates rule R3
On configration JD6+E4, example test280-6, starts violates rule R3
On configration JD6+E4, example test281-2, ekstazi violates rule R3
On configration JD6+E4, example test281-2, starts violates rule R3
On configration JD6+E4, example test281-4, ekstazi violates rule R3
On configration JD6+E4, example test281-4, starts violates rule R3
On configration JD6+E4, example test282-2, ekstazi violates rule R3
On configration JD6+E4, example test282-2, starts violates rule R3
On configration JD6+E4, example test282-4, ekstazi violates rule R3
On configration JD6+E4, example test282-4, starts violates rule R3
On configration JD6+E4, example test283-4, ekstazi violates rule R3
On configration JD6+E4, example test283-4, starts violates rule R3
On configration JD6+E4, example test284-2, ekstazi violates rule R3
On configration JD6+E4, example test284-2, starts violates rule R3
On configration JD6+E4, example test285-2, ekstazi violates rule R3
On configration JD6+E4, example test285-2, starts violates rule R3
On configration JD6+E4, example test288-2, ekstazi violates rule R3
On configration JD6+E4, example test288-2, starts violates rule R3
On configration JD6+E4, example test288-4, ekstazi violates rule R3
On configration JD6+E4, example test288-4, starts violates rule R3
On configration JD6+E4, example test288-6, starts violates rule R3
On configration JD6+E4, example test289-2, ekstazi violates rule R3
On configration JD6+E4, example test289-2, starts violates rule R3
On configration JD6+E4, example test289-4, ekstazi violates rule R3
On configration JD6+E4, example test289-4, starts violates rule R3
On configration JD6+E4, example test29-1, ekstazi violates rule R3
On configration JD6+E4, example test29-1, starts violates rule R3
On configration JD6+E4, example test29-5, ekstazi violates rule R3
On configration JD6+E4, example test29-5, starts violates rule R3
On configration JD6+E4, example test290-2, ekstazi violates rule R3
On configration JD6+E4, example test290-2, starts violates rule R3
On configration JD6+E4, example test290-4, ekstazi violates rule R3
On configration JD6+E4, example test290-4, starts violates rule R3
On configration JD6+E4, example test291-2, ekstazi violates rule R3
On configration JD6+E4, example test291-2, starts violates rule R3
On configration JD6+E4, example test291-4, ekstazi violates rule R3
On configration JD6+E4, example test291-4, starts violates rule R3
On configration JD6+E4, example test292-2, ekstazi violates rule R3
On configration JD6+E4, example test292-2, starts violates rule R3
On configration JD6+E4, example test292-4, ekstazi violates rule R3
On configration JD6+E4, example test292-4, starts violates rule R3
On configration JD6+E4, example test293-2, ekstazi violates rule R3
On configration JD6+E4, example test293-2, starts violates rule R3
On configration JD6+E4, example test293-4, ekstazi violates rule R3
On configration JD6+E4, example test293-4, starts violates rule R3
On configration JD6+E4, example test294-4, ekstazi violates rule R3
On configration JD6+E4, example test294-4, starts violates rule R3
On configration JD6+E4, example test295-2, ekstazi violates rule R3
On configration JD6+E4, example test295-2, starts violates rule R3
On configration JD6+E4, example test296-4, ekstazi violates rule R3
On configration JD6+E4, example test296-4, starts violates rule R3
On configration JD6+E4, example test297-2, ekstazi violates rule R3
On configration JD6+E4, example test297-2, starts violates rule R3
On configration JD6+E4, example test298-4, ekstazi violates rule R3
On configration JD6+E4, example test298-4, starts violates rule R3
On configration JD6+E4, example test3-1, ekstazi violates rule R3
On configration JD6+E4, example test3-1, starts violates rule R3
On configration JD6+E4, example test3-3, ekstazi violates rule R3
On configration JD6+E4, example test3-3, starts violates rule R3
On configration JD6+E4, example test30-1, ekstazi violates rule R3
On configration JD6+E4, example test30-1, starts violates rule R3
On configration JD6+E4, example test30-5, ekstazi violates rule R3
On configration JD6+E4, example test30-5, starts violates rule R3
On configration JD6+E4, example test300-2, ekstazi violates rule R3
On configration JD6+E4, example test300-2, starts violates rule R3
On configration JD6+E4, example test302-2, ekstazi violates rule R3
On configration JD6+E4, example test302-2, starts violates rule R3
On configration JD6+E4, example test303-2, ekstazi violates rule R3
On configration JD6+E4, example test303-2, starts violates rule R3
On configration JD6+E4, example test304-2, ekstazi violates rule R3
On configration JD6+E4, example test304-2, starts violates rule R3
On configration JD6+E4, example test305-2, ekstazi violates rule R3
On configration JD6+E4, example test305-2, starts violates rule R3
On configration JD6+E4, example test307-2, ekstazi violates rule R3
On configration JD6+E4, example test307-2, starts violates rule R3
On configration JD6+E4, example test309-5, starts violates rule R3
On configration JD6+E4, example test31-1, ekstazi violates rule R3
On configration JD6+E4, example test31-1, starts violates rule R3
On configration JD6+E4, example test31-5, ekstazi violates rule R3
On configration JD6+E4, example test31-5, starts violates rule R3
On configration JD6+E4, example test312-1, starts violates rule R3
On configration JD6+E4, example test312-4, starts violates rule R3
On configration JD6+E4, example test312-6, starts violates rule R3
On configration JD6+E4, example test313-1, starts violates rule R3
On configration JD6+E4, example test313-6, starts violates rule R3
